English;Synonyms;Latin;Synonyma;Français;Synonymes;Español;;Portugues;
Ventral intercostal branches of musculophrenic artery;;Rami intercostales ventrales arteriae musculophrenicae;;Br. intercostales ventrales de l' a. musculophrénique;;Ramas intercostales ventrales de la arteria musculofrenica;;Ramos intercostais ventrais da artéria musculofrênica;
Phrenic branch;;Ramus phrenicus;;Rameau phrénique;;Rama frénica;;Ramo frênico;
Cranial epigastric artery;;Arteria epigastrica cranialis;;Artère épigastrique crâniale;;Arteria epigástrica cranial;;Artéria epigástrica craniana;
Superficial cranial epigastric artery;;Arteria epigastrica cranialis superficialis;;Artère épigastrique crâniale superficielle;;Arteria epigástrica craneal superficial;;Artéria epigástrica cranial superficial;
Ventral costo-abdominal branch;;Ramus costo-abdominalis ventralis;;Branche costo-abdominale ventrale;%Rameau costo-abdominal ventral;Rama costoabdominal ventral;;Ramo costoabdominal ventral;
Costocervical trunk;;Truncus costocervicalis;;Tronc costocervical;;Tronco costocervical;;Tronco costocervical;
Supreme intercostal artery;%Highest intercostal artery;Arteria intercostalis suprema;;Artère intercostale suprême;;Arteria intercostal suprema;;Artéria intercostal suprema;
Dorsal intercostal arteries II-V;;Arteriae intercostales dorsales II-V;;Artères intercostales dorsales II-V;;Arterias intercostales dorsales II-V;;Artérias intercostais dorsais II-V;
Dorsal branch of dorsal intercostal arteries II-V;;Ramus dorsalis arteriarum intercostales dorsales II-V;;Branche dorsale des artères intercostales dorsales II-V;%Rameau dorsal des artères intercostales dorsales II-V;Rama dorsal de las arterias intercostales dorsales II-V;;Ramo dorsal das artérias intercostais dorsais II-V;
Spinal branch of dorsal intercostal arteries II-V;;Ramus spinalis arteriarum intercostales dorsales II-V;;Branches musculaires des artères intercostales dorsales II-V;%Rameaux musculaires des artères intercostales dorsales II-V;Rama espinal de las arterias intercostales dorsales II-V;;Ramo espinhal das artérias intercostais dorsais II-V;
Dorsal scapular artery;;Arteria dorsalis scapulae;%Arteria scapularis descendens;Artère dorsale de la scapula;;Arteria dorsal de la escápula;;Artéria dorsal da escápula;
Deep cervical artery;;Arteria cervicalis profunda;;Artère cervicale profonde;;Arteria cervical profunda;;Artéria cervical profunda;
Dorsal intercostal artery I;;Arteria intercostalis dorsalis I;;Artères intercostales dorsales I;;Arteria intercostal dorsal I;;Artéria intercostal dorsal I;
Vertebral artery;;Arteria vertebralis;;Artère vertébrale;;Arteria vertebral;;Artéria vertebral;
Spinal branches of vertebral artery;;Rami spinales arteriae vertebralis;;Branches spinales de l'artère vertébrale;%Rameaux spinaux de l'artère vertébrale;Ramas espinales de la arteria vertebral;;Ramos espinais da artéria vertebral;
Caudal cerebellar arteries;;Arteriae cerebelli caudales;;Artères cérébrales caudales;;Arteriascerebrales caudales;;Artérias cerebelares caudais;
Branches of the labyrinthic artery for the pons;;Rami ad pontem arteriae labyrinthi;;Branches de pont de l'artère labyrinthique;%Rameaux de pont de l'artère labyrinthique;Ramas del puente de la arteria laberintica;;Ramos para a ponte da artéria labiríntica;
Thymic branches;;Rami thymici;;Branches thymiques;%Rameaux thymiques;Ramas tímicas;;Ramos tímicos;
Mediastinal branches;;Rami mediastinales;;Branches médiastinales;%Rameaux médiastinaux;Ramas mediastínicas;;Ramos mediastinais;
Perforating branches;;Rami perforantes;;Branches perforantes;%Rameaux perforants;Ramas perforantes;;Ramos perfurantes;
Sternal branches;;Rami sternales;;Branches sternales;%Rameaux sternaux;Ramas esternales;;Ramos esternais;
Ventral intercostal branches;;Rami intercostales ventrales;;Artères intercostales ventrales;;Ramas intercostales ventrales;;Ramos intercostais ventrais;
Musculophrenic artery;;Arteria musculophrenica;;Artère musculophrénique;;Arteria musculofrénica;;Artéria musculofrênica;
Axillary artery;;Arteria axillaris;;Artère axillaire;;Arteria axilar;;Artéria axilar;
Deltoid branch (ca);;Ramus deltoideus (ca);;Branche deltoidienne (ca);%Rameau deltoidien;Rama deltoidea (ca);;Ramo deltoide (ca);
Lateral mammary branches of lateral thoracic artery;;Rami mammarii laterales arteriae thoracicae lateralis;%Rami mammarii externi;Branches mammaires latérales de l'artère thoracique latérale;%Rameaux mammaires latéraux de l'artère thoracique latérale;Ramas mamarias laterales de la arteria torácica lateral;;Ramos mamários laterais da artéria torácica lateral;
Nutrient artery of the humerus (ca);;Arteria nutricia humeri (ca);;Artère nourricière humérale (ca);;Arteria nutriente del húmero (ca);;Artéria nutridora umeral (ca);
Superficial dorsal arch;;Arcus dorsalis superficialis;;Arcade dorsale superficielle;;Arco dorsal superficial;;Arco dorsal superficial;
Common dorsal digital arteries I-IV;;Arteriae digitales dorsales communes I-IV;;Artères digitales dorsales communes I-IV;;Arterias digitales dorsales comunes I-IV;;Artérias digitais dorsais comuns I-IV;
Superficial brachial artery;;Arteria brachialis superficialis;;Artère brachiale superficielle;;Arteria braquial superficial;;Artéria braquial superficial;
Superficial radial arteries;;Arteriae radiales superficiales;;Artères radiales superficielles;;Arterias radiales superficiales;;Artérias radiais superficiais;
Medial branch;;Ramus medialis;;Branche médiale;%Rameau médial;Rama medial;;Ramo medial;
Common dorsal digital artery I;;Arteria digitalis dorsalis communis I;;Artère digitale dorsale commune I;;Arteria digital dorsal común I;;Artéria digital dorsal comum I;
Lateral branch;;Ramus lateralis;;Branche latérale;%Rameau latéral;Rama lateral;;Ramo lateral;
Common dorsal digital arteries II-IV;;Arteriae digitales dorsales communes II-IV;;Artères digitales dorsales communes II-IV;;Arterias digitales dorsales comunes II-IV;;Artérias digitais dorsais comuns II-IV;
Ulnar artery;;Arteria ulnaris;;Artère ulnaire;;Arteria ulnar;;Artéria ulnar;
Recurrent ulnar artery;;Arteria recurrens ulnaris;;Artère récurrente ulnaire;;Arteria ulnaria recurrente;;Artéria ulnar recorrente;
Dorsal branch;;Ramus dorsalis;;Branche dorsale;%Rameau dorsal;Rama dorsal;;Ramo dorsal;
Dorsal carpal branch;;Ramus carpeus dorsalis;;Branche carpienne dorsale;%Rameau carpien dorsal;Rama carpea dorsal;;Ramo carpal dorsal;
Abaxial dorsal digital artery of V;;Arteria digitalis dorsalis V abaxialis;;Artère digitale dorsale abaxiale du V;%Artère digitale dorsale V abaxiale;Arteria digital dorsal abaxial del V;;Artéria digital dorsal V abaxial;
Abaxial dorsal digital artery of I;;Arteria digitalis dorsalis I abaxialis;;Artère digitale dorsale abaxiale I;;Arteria digital dorsal abaxial del I;;Artéria digital dorsal I abaxial;
Dorsal carpal network;;Rete carpi dorsale;;Réseau carpien dorsal;;Red carpea dorsal;;Teia carpal dorsal;
Dorsal metacarpal arteries I-IV;;Arteriae metacarpeae dorsales I-IV;;Artères métacarpiennes dorsales I-IV;;Arterias metacarpianas dorsales I-IV;;Artérias metacarpais dorsais I-IV;
Superficial palmar branch;;Ramus palmaris superficialis;;Branche palmaire superficielle;%Rameau palmaire superficiel;Rama palmar superficial;;Ramo palmar superficial;
Deep palmar arch;;Arcus palmaris profundus;%Arcus volaris profundus;Arcade palmaire profonde;;Arco palmar profundo;;Arco palmar profundo;
Palmar metacarpal arteries I-IV;;Arteriae metacarpeae palmares I-IV;;Artères métacarpiennes palmaires I-IV;;Arterias metacarpianas palmares I-IV;;Artérias metacarpais palmares I-IV;
Proximal perforating branch;;Ramus perforans proximalis;;Branche perforante proximale;%Rameau perforant proximal;Rama perforante proximal;;Ramo perfurante proximal;
Distal perforating branch;;Ramus perforans distalis;;Branche perforante distale;%Rameau perforant distal;Rama perforante distal;;Ramo perfurante distal;
Superficial palmar arch;;Arcus palmaris superficialis;%Arcus volaris superficialis;Arcade palmaire superficielle;;Arco palmar superficial;;Arco palmar superficial;
Common palmar digital arteries I-IV;;Arteriae digitales palmares communes I-IV;;Artère digitales palmaires communes I-IV;;Arterias digitales palmares comunes I-IV;;Artérias digitais palmares comuns I-IV;
Branch of metacarpal pad;;Ramus tori metacarpei;;Branche du coussinet métacarpien;%Rameau du coussinet métacarpien;Rama del torus metacarpeo;;Ramo do osso metacarpal;
Interdigital artery;;Arteria interdigitalis;;Artère interdigitale;;Arteria interdigital;;Artéria interdigital;
Proper palmar digital arteries;;Arteriae digitales palmares propriae;%Arteriae digitales volares propriae;Artères digitales palmaires propres;;Arterias digitales palmares propias;;Artérias digitais palmares próprias;
Palmar branch of proximal phalanx;;Ramus palmaris phalangis proximalis;;Branches palmaire de la phalange proximale;%Rameaux palmaire de la phalange proximale;Rama palmar de la falange proximal;;Ramo palmar da falange proximal;
(Dorsal branch of proximal phalanx);;(Ramus dorsalis phalangis proximalis);;(Artère dorsale de la phalange proximale);;(Rama dorsal de la falange proximal);;(Ramo dorsal da falange proximal);
Branch of digital pad;;Ramus tori digitalis;;Branche du coussinet digital;%Rameau du coussinet digital;Rama del torus digital;;Ramo do torii digitalis;
Palmar branch of middle phalanx;;Ramus palmaris phalangis mediae;;Branche palmaire de la phalange moyenne;%Rameau palmaire de la phalange moyenne;Rama palmar de la falange media;;Ramo palmar da falange média;
(Dorsal branch of middle phalanx);;(Ramus dorsalis phalangis mediae);;(Branche dorsale de la phalange moyenne);%Rameau dorsal de la phalange moyenne;(Rama dorsal de la falange media);;(Ramo dorsal da falange média);
Coronal artery;;Arteria coronalis;;Artère coronale;;Arteria coronal;;Artéria coronária;
Palmar branch of distal phalanx;;Ramus palmaris phalangis distalis;;Artère palmaire de la phalange distale;;Rama palmar de la falange distal;;Ramo palmar da falange distal;
Terminal arch;;Arcus terminalis;;Arcade terminale;;Arco terminal;;Arco terminal;
Deltoid branch;;Ramus deltoideus;;Branche deltoïdienne;%Rameau deltoïdien;Rama deltoidea;;Ramo deltoide;
External thoracic artery;;Arteria thoracica externa;;Artère thoracique externe;;Arteria torácica externa;;Artéria torácica externa;
Lateral thoracic artery;;Arteria thoracica lateralis;%Arteria thoracalis lateralis;Artère thoracique latérale;;Arteria torácica lateral;;Artéria torácica lateral;
Mammary branches;;Rami mammarii;;Branches mammaires;%Rameaux mammaires;Ramas mammarias;;Ramos mamários;
Subscapular artery;;Arteria subscapularis;;Artère subscapulaire;;Arteria subescapular;;Artéria subescapular;
Thoracodorsal artery;;Arteria thoracodorsalis;;Artère thoracodorsale;;Arteria toracodorsal;;Artéria toracodorsal;
Caudal circumflex artery of the humerus;;Arteria circumflexa humeri caudalis;;Artère circonflexe caudale de l'humérus;;Arteria circunfleja caudal del húmero;;Artéria circunflexa do úmero caudal;
Suprascapular artery;%Transverse scapular artery;Arteria suprascapularis;%Arteria transversa scapulae;Artère suprascapulaire;;Arteria supraescapular;;Artéria supraescapular;
Cranial circumflex artery of the humerus;;Arteria circumflexa humeri cranialis;;Artère circonflexe crâniale de l'humérus;;Arteria circunfleja craneal del húmero;;Artéria circunflexa craniana do úmero;
Radial collateral artery;%Anterior branch of deep brachial artery;Arteria collateralis radialis;;Artère collatérale radiale;;Arteria colateral radial;;Artéria colateral radial;
Nutrient artery of the humerus;;Arteria nutricia humeri;;Artère nourricière de l'humérus;;Arteria nutriente del húmero;;Artéria nutritiva do úmero;
Middle collateral artery;%Posterior branch of deep brachial artery;Arteria collateralis media;;Artère collatérale moyenne;;Arteria colateral media;;Artéria colateral média;
Cranial superficial artery of forearm;;Arteria antebrachialis superficialis cranialis;;Artère antébrachiale superficielle crâniale;;Arteria antebraquial superficial craneal;;Artéria antebraquial cranial superficial;
Common dorsal digital artery of III;;Arteria digitalis dorsalis communis III;;Artère digitale dorsale commune III;;Arteria digital dorsal común III;;Artéria digital dorsal comum III;
Digital dorsal arteries proper;;Arteriae digitales dorsales propriae;;Artères digitales dorsales propres;;Arterias digitales dorsales propias;;Artérias digitais dorsais próprias;
Circumflex scapular artery;;Arteria circumflexa scapulae;;Artère circonflexe de la scapula;;Arteria circunfleja de la escápula;;Artéria circunflexa da escápula;
Brachial artery;;Arteria brachialis;;Artère brachiale;;Arteria braquial;;Artéria braquial;
Deep brachial artery;;Arteria profunda brachii;;Artère brachiale profonde;;Arteria braquial profunda del brazo;;Artéria profunda do braço;
Bicipital artery;;Arteria bicipitalis;;Artère bicipitale;;Arteria bicipital;;Artéria bicipital;
Ulnar collateral artery;;Arteria collateralis ulnaris;;Artère collatérale ulnaire;;Arteria colateral ulnar;;Artéria colateral ulnar;
Cubital anastomosis;;Rete articulare cubiti;;Réseau articulaire du coude;;Red articular del codo;;Rede articular do cotovelo;
Transverse artery of the elbow;;Arteria transversa cubiti;;Artère transverse du coude;;Arteria transversa del codo;;Artéria transversa do cotovelo;
Deep antebrachial artery;;Arteria profunda antebrachii;;Artère profonde de l'avant-bras;;Arteria profunda del antebrazo;;Artéria profunda do antebraço;
Common interosseous artery;;Arteria interossea communis;;Artère interosseuse commune;;Arteria interósea común;;Artéria interóssea comum;
Cranial interosseous artery;;Arteria interossea cranialis;;Artère interosseuse crâniale;;Arteria interósea craneal;;Artéria interóssea craniana;
Recurrent interosseous artery;;Arteria interossea recurrens;;Artère interosseuse récurrente;;Arteria interósea recurrente;;Artéria interóssea recorrente;
Caudal interosseous artery;;Arteria interossea caudalis;;Artère interosseuse caudale;;Arteria interósea caudal;;Artéria interóssea caudal;
Interosseus branch of caudal interosseous artery;;Ramus interosseus arteriae interossea caudalis;;Branche interosseuse de l'artère interosseuse caudale;%Rameau interosseux de l'artère interosseuse caudale;Rama interósea de la arteria interossea caudale;;Ramo interósseo da artéria interóssea caudal;
