NAVID;Français
4832;Branche dorsale de la phalange moyenne
4833;Branche plantaire de la phalange distale
4834;Branche dorsale de la phalange distale
4835;Artère plantaire commune du III
4836;Branches plantaires des phalanges proximales
4837;Branches dorsales des phalanges proximales
4838;Artères digitales plantaires axiales propres des III et IV
4839;Branche perforante proximale du III (bo)
4840;Branche superficielle [A. digitale plantaire commune du IV]
4841;Artère digitale plantaire abaxiale propre du IV
4842;Artère digitale plantaire axiale propre du V
4843;Artère récurrente tibiale crâniale (bo)
4844;Artère interosseuse de la jambe
4845;Branche perforante
4846;Branche anastomotique avec l'artère tibiale caudale
4847;Branches malléolaires médiales
4848;Branches malléolaires latérales
4849;Artère nourricière du tibia
4850;Artère malléolaire crâniale latérale
4851;Artère malléolaire crâniale médiale
4852;Br. superficielle de l'artère malléolaire crâniale médiale
4853;Artère digitale dorsale commune III (ov, cap), II-IV (bo)
4854;Artère dorsale du pied
4855;Artère tarsienne latérale
4856;Artère tarsienne perforante
4857;Artère métatarsienne dorsale du III
4858;Artère tibiale caudale
4859;Branches malléolaires médiales (bo)
4860;Artère plantaire médiale
4861;Branche profonde de l'artère plantaire médiale
4862;Br. superficielle [Artère digitale plantaire commune du II]
4863;Artère plantaire latérale
4864;Arcade plantaire profonde
4865;Artères métatarsiennes plantaires du II et III
4866;Branche perforante distale du II
4867;Branche superficielle [A. digitale plantaire commune du III]
4868;Artère descendante du genou
4869;Artère nourricière du fémur
4870;Artère fémorale caudale
4871;Artère digitale médiale [plantaire propre du III]
4872;Branche dorsale de la phalange proximale du pied
4873;Branche dorsale de la phalange moyenne du pied
4874;Artère digitale latérale [plantaire propre du III]
4875;Branche plantaire de la phalange proximale
4876;Branche plantaire de la phalange moyenne
4877;Artère malléolaire caudale latérale
4878;Branches calcanéennes
4879;Réseau calcanéen
4880;Branche anastomotique avec l'artère saphène
4881;Veines
4882;Veines pulmonaires
4883;Veine pulmonaire du lobe crânial droit
4884;Veine pulmonaire du lobe moyen
4885;Veine pulmonaire du lobe caudal droit
4886;Branche du lobe acessoire
4887;Veine pulmonaire du lobe crânial gauche
4888;Veine pulmonaire du lobe caudal gauche
4889;Veines coronaires
4890;Sinus coronaire
4891;Veine coronaire moyenne
4892;Grande veine coronaire
4893;Branche intermédiaire [Veine marginale venriculaire gauche]
4894;Veine oblique de l'oreillette gauche (Car, eq)
4895;Veines coronaires droites
4896;Petites veines coronaires
4897;Veine azygos gauche
4898;Veines œsophagiennes
4899;Veines bronchiques
4900;(Veine hémiazygos droite) (su, Ru)
4901;Veines intercostales dorsales
4902;Plexus vertébral externe ventral
4903;Plexus vertébral externe dorsal
4904;Plexus vertébral interne ventral
4905;Branches interarcales
4906;Rameaux spinaux du plexus vertébral interne ventral
4907;Veines spinales
4908;Veines basivertébrales
4909;Veine costo-abdominale dorsale
4910;Veines lombaires I et II
4911;Branche dorsale des veines lombaires I et II
4912;Veine cave crâniale
4913;Veine azygos droite
4914;Veine broncho-œsophagienne (ca, eq)
4915;(Veine hémi-azygos gauche) (ca, eq)
4916;Branche dorsale de la veine costo-abdominale dorsale
4917;Veines lombaires I et II (III)
4918;Branche dorsale des veines lombaires I et II (III)
4919;Veine broncho-œsophagienne (fe)
4920;Veine costocervicale
4921;Branche anastomotique avec la veine jugulaire interne
4922;Veine vertébrale thoracique
4923;Veines intercostales dorsales III et IV
4924;Branches dorsales des veines intercostales dorsales III et IV
4925;Branche dorsale de la veine intercostale dorsale II
4926;Veines intercostales dorsales III et IV (V)
4927;Branche dorsale des v. intercostales dorsales III et IV (V)
4928;Veine intercostale dorsale II
4929;Branche dorsale des veines intercostales dorsales
4930;Branche descendante des veines intervertébrales
4931;Veine cervicale profonde
4932;Veine intercostale dorsale I
4933;Veine intercostale suprême
4934;Veines intercostales dorsales II-VI (gauche), II-IV (droite)
4935;Veine scapulaire dorsale
4936;Veine vertébrale
4937;Veines intervertébrales
4938;Branche anastomotique avec la veine occipitale
4939;Veine thoracique interne
4940;Veine péricardophrénique
4941;Veines thymiques
4942;Veines médiastinales
4943;Veines perforantes
4944;Veine musculophrénique
4945;Veines intercostales ventrales
4946;Veine épigastrique crâniale
4947;[Veine sous-cutanée de l'abdomen] (Car, su, Ru)
4948;Branche phrénique (Ru)
4949;Veine brachiocéphalique
4950;Veine thyroïdienne caudale
4951;Veine costocervicale gauche (Car)
4952;Veine jugulaire interne
4953;Veine thyroïdienne moyenne
4954;Veine thyroïdienne crâniale
4955;Veine cricothyroïdienne
4956;Branche caudale du larynx
4957;Arc laryngé caudal (Car)
4958;Veine laryngée crâniale (bo)
4959;Veine occipitale (fe, su, Ru)
4960;Veine pharyngée ascendante (bo)
4961;Veine stylomastoïdienne (su)
4962;Branche occipitale de la veine stylomastoidienne (su)
4963;Veine satellite de l'artère carotide externe (Car, su)
4964;Veine laryngée crâniale (su)
4965;Veine pharyngée
4966;Veine satellite de l'artère linguale
4967;Veine palatine (fe, su)
4968;Veine jugulaire externe
4969;Veine cervicale superficielle
4970;Branche ascendante de la veine cervicale superficielle
4971;Branche auriculaire (su)
4972;Veine suprascapulaire (Car)
4973;Branche suprascapulaire (Ru)
4974;Branche acromiale de la veine suprascapulaire (Car)
4975;Branche acromiale de la veine suprascapulaire (Car, su)
4976;Branche préscapulaire de la veine suprascapulaire
4977;Veine céphalique
4978;Veine médiane du coude
4979;Veine céphalique accessoire
4980;Branche carpienne dorsale (Car)
4981;Veines digitales dorsales communes I-IV (Car), II-IV (su)
4982;Veine digitale dorsale commune II de la main
4983;Veine digitale dorsale commune III
4984;Veine digitale dorsale commune IV
4985;Veine omobrachiale (ca)
4986;Veine thyroïdienne moyenne (ov, cap)
4987;Veine thyroïdienne crâniale (ov, cap)
4988;Veine linguofaciale
4989;Veine glandulaire
4990;Arc hyoïdien
4991;Veine laryngée impaire
4992;Veine linguale impaire
4993;Branche infra-orbitaire
4994;Veine frontale [supratrochléaire]
4995;Veine palpébrale supérieure latérale
4996;Veine pharyngée ascendante
4997;Veine laryngée crâniale
4998;Veine palatine ascendante
4999;Branche submentale
5000;Veine superficielle ventrale de la langue
5001;Arc hyoïdien profond
5002;Veine sous-mentonnière
5003;Veine labiale inférieure
5004;Veine faciale profonde
5005;Branche anastomotique avec la veine temporale superficielle
5006;Branches glandulaires zygomatiques
5007;Branches dentaires des veines faciales profondes
5008;Br. anastomotique avec la veine ophtalmique ventrale externe
5009;Veine infra-orbitaire
5010;Veine palatine descendante
5011;Petite veine palatine
5012;Grande veine palatine
5013;Veine sphénopalatine
5014;Veine labiale supérieure
5015;Veine palpébrale inférieure
5016;Veine nasale latérale
5017;Veine nasale dorsale
5018;Veine angulaire de l'oeil
5019;Br. anastomotique avec la veine ophtalmique dorsale externe
5020;Veine palpébrale supérieure médiale
5021;Veines glandulaires
5022;Veine laryngée crâniale (ov)
5023;Veine linguale
5024;Arc hyoïde (su, Ru)
5025;Veine sublinguale
5026;Veine pharyngienne ascendante (su)
5027;Veine submentale (su, ov, cap, eq)
5028;Veine linguale profonde
5029;Veines linguales dorsales
5030;Veine faciale
5031;Veine submentale (bo)
5032;Veine labiale inférieure (su, eq)
5033;Veines labiales inférieures (Ru)
5034;Veine angulaire de la bouche
5035;Veine angulaire de la bouche (eq)
5036;Veine labiale supérieure (eq)
5037;Plexus veineux profond de la face (Ru)
5038;Sinus veineux profond de la face (eq)
5039;Plexus ophtalmique (su), Plexus ophtalmique (eq)
5040;Veine labiale supérieure (su)
5041;Veines labiales supérieures (Ru)
5042;Veine dorsale nasale (Ru)
5043;Veine palpébrale inférieure médiale (Su, Ru)
5044;Veine dorsale du nez (su, eq)
5045;Br. anastomotique avec la v. ophtalmique dorsale externe (su)
5046;Veine frontale [supratrochléaire] (Ru)
5047;Veine palpébrale inférieure médiale (eq)
5048;Veine maxillaire
5049;Veine sternocléïdomastoïdienne
5050;Veine glandulaire (Car)
5051;Veine auriculaire caudale
5052;Veine auriculaire latérale (ca, su)
5053;Veine auriculaire profonde (ca, su)
5054;Veine stylomastoïdienne (ca)
5055;Veine temporale superficielle
5056;Veine transversale de la face (ca, su)
5057;Veine palpébrale inférieure latérale (su)
5058;Veine auriculaire latérale (fe)
5059;Veine auriculaire rostrale
5060;Veine auriculaire médiale
5061;Branche anastomotique avec le plexus ophtalmique (fe)
5062;Veine palpébrale supérieure latérale (su)
5063;Veine auriculaire profonde (fe)
5064;Plexus ptérygoïdien
5065;Veine massétérique
5066;Veine palatine (ca)
5067;Plexus palatin
5068;Veine alvéolaire inférieure
5069;Veine buccale (Car)
5070;Veines temporales profondes
5071;Veine buccale (su)
5072;Veine infra-orbitaire (fe)
5073;Plexus ophtalmique (Car)
5074;Veine ophtalmique ventrale externe
5075;Veine ophtalmique dorsale externe
5076;Veine stylomastoïdienne
5077;Veine auriculaire latérale
5078;Veine auriculaire intermédiaire
5079;Veine auriculaire profonde
5080;Veine massétérique ventrale
5081;Veine transverse de la face
5082;Veine palpébrale inférieure latérale
5083;Veine cornuale
5084;Plexus ophtalmique
5085;Veines vorticineuses
5086;Veines ciliaires
5087;Veines conjonctivales
5088;Veine lacrymale
5089;Veine ethmoïdale externe
5090;Veine supra-orbitaire
5091;Veine malaire
5092;Veine de la troisième paupière
5093;(Veine thyroïdienne moyenne)
5094;Veine occipitale
5095;Branche occipitale de la veine stylomastoidienne
5096;Branches parotides de la veine auriculaire caudale
5097;Sinus veineux transverse de la face
5098;Veines pharyngiennes
5099;Veines palatines
5100;Veine mentale
5101;Branche sublinguale
5102;Veine temporale profonde
5103;Veines articulaires temporomandibulaire
5104;Veines ptérygoïdiennes
5105;Veine buccale
5106;Sinus veineux buccal
5107;Sinus veineux de la dure-mère
5108;Sinus transverse
5109;Sinus communiquant
5110;Sinus temporal
5111;Sinus sigmoïde
5112;Confluent des sinus
5113;Sinus basal
5114;Sinus interbasal
5115;Sinus sagittal dorsal
5116;Lacunes latérales
5117;Sinus sagittal ventral (eq)
5118;(Sinus sagittal ventral) (Car)
5119;Sinus droit
5120;Sinus pétreux ventral
5121;Veines labyrinthiques
5122;Sinus pétreux dorsal (Car, eq)
5123;Sinus caverneux
5124;Sinus intercaverneux
5125;Veines diploïques
5126;Veine diploïque frontale
5127;Veine diploïque pariétale
5128;Veine diploïque occipitale
5129;Veines émissaires
5130;Veine émissaire mastoïdienne (ca, bo)
5131;Veine émissaire occipitale
5132;Veine émissaire du canal du nerf hypoglosse
5133;Veine émissaire du foramen jugulaire
5134;Veine émissaire du foramen rétro-articulaire (ca, Ru, eq)
5135;Veine émissaire du canal carotidien
5136;Veine émissaire du foramen ovale
5137;Veine émissaire du foramen déchiré
5138;Veine émissaire du foramen rond
5139;Veine émissaire de la fissure orbitaire
5140;Veine émissaire du foramen orbitorutundum
5141;Veines cérébrales
5142;Veines cérébrales dorsales
5143;Veines cérébrales ventrales
5144;Grande veine cérébrale (Veine du corps calleux)
5145;(Veine du corps calleux)
5146;Veines cérébrales internes
5147;Veine choroïdienne
5148;Veine thalamostriée
5149;Veines cérébelleuses dorsales
5150;Veines cérébelleuses ventrales
5151;Veine ophtalmique interne
5152;Veine sous-clavière
5153;Veine axillaire
5154;Veine thoracique externe
5155;Veine thoracique superficielle (Ru)
5156;Veine thoracique latérale (Car, su)
5157;Veine suprascapulaire (Un)
5158;Veine sous-scapulaire
5159;Veine circonflexe crâniale de l'humérus (Ru)
5160;Veine circonflexe caudale de l'humérus
5161;Veine axillobrachiale
5162;Veine collatérale radiale (Car, su, cap)
5163;Veine collatérale moyenne
5164;Branche suprascapulaire (su)
5165;Veine circonflexe de la scapula
5166;Veine circonflexe crâniale de l'humérus (su)
5167;Veine thoracodorsale
5168;Veine thoracique superficielle (eq)
5169;Veine épigastrique crâniale superficielle
5170;[Veine sous-cutanée abdominale]
5171;Veine circonflexe crâniale de l'humérus (Car, eq)
5172;Veine brachiale
5173;Veine bicipitale (ca, su)
5174;Veine brachiale superficielle (Car)
5175;Veine bicipitale (fe)
5176;Veines radiales superficielles
5177;Veine interosseuse commune (ca, su)
5178;Veine ulnaire (ca)
5179;Veine ulnaire récurrente
5180;Veine interosseuse crâniale de l'avant-bras
5181;Veine interosseuse récurrente de l'avant-bras
5182;Veine interosseuse caudale de l'avant-bras
5183;Branche interosseuse de la veine interosseuse caudale
5184;Branche palmaire de la veine interosseuse caudale
5185;Branche superficielle de la veine interosseuse caudale
5186;Branche profonde de la veine interosseuse caudale
5187;Veine interosseuse crâniale (fe)
5188;Veine interosseuse récurrente
5189;Veine interosseuse caudale (fe)
5190;Veine ulnaire
5191;Branche dorsale de la veine ulnaire
5192;Branche interosseuse de la veine ulnaire
5193;Branche palmaire de la veine ulnaire
5194;Branche superficielle de la veine ulnaire
5195;Veine digitale de la face abaxiale du V palmaire
5196;Veine brachiale profonde
5197;Veine collatérale radiale (bo, ov, eq)
5198;Veine bicipitale (eq)
5199;Veine collatérale ulnaire
5200;Veine transverse du coude
5201;Veine bicipitale (Ru)
5202;Veine interosseuse commune
5203;Veine ulnaire récurrente (bo)
5204;Veine interosseuse caudale
5205;Veine interosseuse crâniale
5206;Branche interosseuse (Ru)
5207;Branche palmaire de la veine interosseuse crâniale
5208;Branche superficielle de la veine interosseuse crâniale
5209;Branche profonde de la veine interosseuse crâniale
5210;Terme commun
5211;Veine médiane
5212;Veine antebraciale profonde
5213;Veine radiale
5214;Branche carpienne dorsale de la veine radiale
5215;Réseau carpien dorsal de la veine radiale
5216;Veines métacarpiennes dorsales des I-IV
5217;Veines métacarpiennes palmaires des I-IV
5218;Veines digitales palmaires communes des I-IV
